reseller_id,name,phone,signup_date,state,city_tier,age_group,primary_category,monthly_gmv,monthly_orders,avg_order_value,return_rate,support_tickets,whatsapp_active,tenure_days,days_since_last_order,churn_label
MSH000192,Balhaar Aggarwal,01653003594,2022-01-02,Rajasthan,2,18-25,Home Decor,12167.19,12,1013.93,0.1084,1,1,728,0,0
MSH000193,Kalpit Naidu,+912431107459,2022-10-31,Uttar Pradesh,3,26-35,Home Decor,19162.03,16,1197.63,0.1725,0,0,426,230,1
MSH000194,Kritika Chanda,05585961462,2022-09-11,Rajasthan,3,26-35,Electronics,16732.74,23,727.51,0.2447,2,1,476,155,1
MSH000195,Vritti Chaudhuri,+910696565310,2023-03-29,Rajasthan,1,18-25,Fashion,13846.73,11,1258.79,0.0556,0,1,277,11,0
MSH000196,Bakhshi Karnik,+919471099054,2022-02-06,Tamil Nadu,2,36-45,Kitchen,44367.19,53,837.12,0.1402,1,1,693,22,0
MSH000197,Ishita Pillai,+916391445490,2022-06-09,Uttar Pradesh,3,26-35,Kitchen,39952.21,56,713.43,0.2672,2,1,570,86,1
MSH000198,Dhruv Chad,07709083415,2022-01-09,Uttar Pradesh,2,18-25,Fashion,5558.41,9,617.6,0.2288,0,1,721,205,1
MSH000199,Upasna Nagy,08626828636,2022-08-21,Tamil Nadu,3,26-35,Fashion,45292.85,50,905.86,0.0714,0,1,497,2,0
MSH000200,Pallavi Mutti,00570458461,2022-04-09,Uttar Pradesh,1,36-45,Fashion,10862.46,14,775.89,0.1125,0,1,631,3,0
MSH000201,Pushti Kothari,03743845440,2022-07-27,Uttar Pradesh,3,18-25,Fashion,5406.73,8,675.84,0.0929,2,0,522,19,0
MSH000202,Nidra Ramesh,02366262145,2022-05-11,Odisha,1,26-35,Fashion,10092.16,9,1121.35,0.2729,3,0,599,0,0
MSH000203,Ikbal Edwin,+918986576413,2023-02-08,Uttar Pradesh,3,18-25,Fashion,11619.16,7,1659.88,0.4091,0,1,326,6,0
MSH000204,Leela Memon,03222913337,2022-06-01,Tamil Nadu,1,26-35,Kitchen,6617.12,8,827.14,0.3003,1,1,578,21,0
MSH000205,Ronith Divan,01454333283,2022-02-23,Uttar Pradesh,3,36-45,Home Decor,19000.79,23,826.12,0.191,2,0,676,21,0
MSH000206,Luke Soni,+919938110921,2022-04-30,Gujarat,2,36-45,Kitchen,3859.9,5,771.98,0.2268,0,0,610,248,1
MSH000207,Urvashi Prasad,00604171334,2023-02-24,West Bengal,3,26-35,Electronics,8813.72,12,734.48,0.1958,1,0,310,291,1
MSH000208,Avi Upadhyay,+916468811371,2023-02-26,Bihar,3,26-35,Fashion,19891.7,27,736.73,0.2059,2,1,308,67,1
MSH000209,Wriddhish Minhas,8525876577,2022-04-14,Bihar,1,26-35,Fashion,8008.89,6,1334.82,0.2994,2,1,626,20,0
MSH000210,Dhruv Vohra,9044196516,2022-09-11,Tamil Nadu,2,26-35,Fashion,9469.48,10,946.95,0.1033,2,0,476,13,0
MSH000211,Adweta Menon,+916075304027,2022-08-15,Gujarat,3,36-45,Kitchen,10848.14,17,638.13,0.044,2,1,503,16,0
MSH000212,Diya Chaudhari,06510290586,2022-04-22,Uttar Pradesh,2,26-35,Fashion,9928.14,21,472.77,0.0808,3,0,618,6,0
MSH000213,Adweta Sagar,+913502517505,2023-05-25,Uttar Pradesh,3,36-45,Fashion,27897.23,33,845.37,0.1915,0,1,220,26,0
MSH000214,Gautam Ganesh,+919995325383,2023-04-18,Maharashtra,1,18-25,Home Decor,3271.01,3,1090.34,0.2915,1,0,257,12,0
MSH000215,Kala Mallick,1739895600,2022-04-09,Madhya Pradesh,3,36-45,Beauty,15562.02,17,915.41,0.5395,2,1,631,332,1
MSH000216,Raagini Bawa,3706330556,2022-06-02,Maharashtra,1,26-35,Fashion,9180.21,14,655.73,0.1212,0,1,577,5,0
MSH000217,Wridesh Sur,04457188302,2022-12-04,Rajasthan,3,36-45,Kitchen,14778.8,20,738.94,0.0529,2,1,392,19,0
MSH000218,Chaman Bhavsar,2858689000,2022-06-12,Bihar,2,18-25,Fashion,8839.12,12,736.59,0.0778,1,1,567,4,0
MSH000219,Waida Ram,+910463686294,2022-06-10,Rajasthan,3,36-45,Beauty,15706.77,14,1121.91,0.1248,2,1,569,364,1
MSH000220,Manan Kota,7931253924,2023-02-02,Bihar,2,36-45,Home Decor,33032.14,48,688.17,0.1753,1,1,332,21,0
MSH000221,Yutika Wadhwa,03317192251,2022-10-04,Gujarat,3,26-35,Fashion,12831.64,22,583.26,0.1647,2,0,453,20,0
MSH000222,Maanav Nadkarni,6741452973,2023-05-19,Maharashtra,2,36-45,Beauty,15927.91,20,796.4,0.126,0,1,226,16,0
MSH000223,Manbir Nadig,+918200188977,2023-01-27,Rajasthan,2,18-25,Home Decor,7641.94,7,1091.71,0.1824,2,0,338,2,0
MSH000224,Vidhi Sane,+916504632741,2022-05-15,West Bengal,3,36-45,Kitchen,17459.44,27,646.65,0.0744,2,0,595,6,0
MSH000225,Udarsh Sarraf,04881615843,2022-07-14,Karnataka,2,36-45,Kitchen,9242.62,13,710.97,0.2046,1,1,535,26,0
MSH000226,Isaac Arya,04348073762,2023-02-05,Maharashtra,3,26-35,Electronics,16657.07,22,757.14,0.1221,0,0,329,7,0
MSH000227,Frado Raj,+917575860618,2022-02-02,West Bengal,3,18-25,Fashion,18033.39,15,1202.23,0.212,2,1,697,29,0
MSH000228,Urvashi Misra,07005907000,2023-04-05,Karnataka,3,26-35,Home Decor,41314.95,62,666.37,0.1693,1,1,270,10,0
MSH000229,Inaya Garg,03598746768,2023-04-15,Uttar Pradesh,1,36-45,Home Decor,12657.22,11,1150.66,0.1542,1,1,260,9,0
MSH000230,Vinaya Khanna,8350332287,2023-01-10,Madhya Pradesh,3,26-35,Beauty,16360.39,11,1487.31,0.0121,0,0,355,7,0
MSH000231,Aachal Nath,+915696729298,2022-01-22,Maharashtra,1,36-45,Fashion,20886.7,24,870.28,0.3611,3,0,708,6,0
MSH000232,Samaksh Suresh,3780152740,2022-02-07,Uttar Pradesh,3,18-25,Fashion,34641.2,39,888.24,0.0531,0,0,692,10,0
MSH000233,Christopher Dasgupta,7054046688,2022-08-18,Maharashtra,2,36-45,Electronics,37089.56,57,650.69,0.1003,1,1,500,27,0
MSH000234,Janaki Rajagopalan,03635423704,2022-12-31,Bihar,1,45+,Home Decor,5747.87,7,821.12,0.1758,1,1,365,28,0
MSH000235,Anusha Shankar,03803607814,2023-03-14,Tamil Nadu,2,26-35,Kitchen,21590.06,27,799.63,0.0034,1,1,292,3,0
MSH000236,Umang Warrior,+910572380543,2022-10-10,Maharashtra,3,26-35,Home Decor,32801.84,46,713.08,0.336,1,1,447,112,1
MSH000237,Eta Raju,+910409931650,2022-01-27,Uttar Pradesh,3,18-25,Beauty,40197.47,55,730.86,0.4971,1,1,703,9,0
MSH000238,Frederick Chatterjee,+919820267165,2022-08-14,Bihar,2,18-25,Fashion,10755.63,15,717.04,0.3611,0,1,504,7,0
MSH000239,Aarnav Chokshi,08956968395,2022-10-04,Uttar Pradesh,3,45+,Fashion,13085.96,8,1635.74,0.2313,2,0,453,4,0
MSH000240,Sachi Shukla,7314269157,2022-10-11,West Bengal,1,36-45,Home Decor,26263.33,37,709.82,0.2315,0,0,446,203,1
MSH000241,Liam Devan,9011401135,2023-04-26,Madhya Pradesh,3,18-25,Beauty,10351.52,13,796.27,0.022,2,0,249,172,1
MSH000242,Ucchal Loke,00195946557,2023-03-29,Odisha,3,26-35,Home Decor,22488.02,34,661.41,0.4914,3,1,277,23,0
MSH000243,Turvi Sarraf,+911622293123,2023-05-31,Uttar Pradesh,3,26-35,Kitchen,38837.32,50,776.75,0.1068,2,1,214,2,0
MSH000244,Kabir Dalal,+910791765605,2022-07-11,Bihar,2,26-35,Beauty,5728.14,10,572.81,0.3968,3,0,538,345,1
MSH000245,Aarini Konda,03389988551,2022-02-18,Maharashtra,2,36-45,Fashion,15909.33,19,837.33,0.1797,2,1,681,23,0
MSH000246,Priya Sangha,01496692597,2023-05-27,Maharashtra,3,18-25,Home Decor,15071.69,12,1255.97,0.2817,2,0,218,17,0
MSH000247,Yash Date,9947473439,2022-01-17,West Bengal,2,36-45,Fashion,8797.33,14,628.38,0.0093,3,0,713,24,0
MSH000248,Hema Sandhu,5598209930,2022-06-21,Uttar Pradesh,1,18-25,Kitchen,28042.85,46,609.63,0.3253,2,1,558,29,0
MSH000249,Qabil Agarwal,03318889568,2022-08-08,Uttar Pradesh,3,36-45,Kitchen,3971.77,4,992.94,0.1121,1,0,510,86,1
MSH000250,Rajata Gulati,06870730947,2022-06-07,Uttar Pradesh,3,18-25,Fashion,23030.91,30,767.7,0.4902,1,0,572,70,1
MSH000251,Saumya Kaul,04249616551,2023-04-22,Rajasthan,2,26-35,Electronics,8189.99,10,819.0,0.1515,1,1,253,8,0
MSH000252,Warinder Kurian,+913193366592,2022-02-15,Uttar Pradesh,2,26-35,Fashion,14980.92,9,1664.55,0.1575,1,1,684,21,0
MSH000253,Janaki Apte,01437603878,2023-01-08,Karnataka,2,26-35,Fashion,4313.31,2,2156.66,0.4879,2,1,357,297,1
MSH000254,Vasana Dugal,07952099273,2023-06-02,West Bengal,3,45+,Fashion,9534.53,12,794.54,0.2544,1,1,212,6,0
MSH000255,Wridesh Cheema,06864822373,2022-04-09,Uttar Pradesh,3,36-45,Beauty,15624.51,21,744.02,0.2002,3,1,631,6,0
MSH000256,Bhavini Sem,+913126796681,2022-02-06,Maharashtra,3,18-25,Home Decor,13079.77,19,688.41,0.0931,0,1,693,17,0
MSH000257,Kalpit Chana,+918615761368,2022-10-07,Tamil Nadu,3,26-35,Kitchen,29366.65,38,772.81,0.169,2,1,450,185,1
MSH000258,Chanchal Das,+911457946466,2022-12-15,Uttar Pradesh,3,26-35,Home Decor,12975.1,16,810.94,0.3419,2,1,381,25,0
MSH000259,Januja Sankar,8509123678,2023-05-12,Rajasthan,2,26-35,Fashion,14462.83,17,850.75,0.1074,0,0,233,22,0
MSH000260,Yutika Bhandari,4521917853,2022-10-29,Uttar Pradesh,1,18-25,Kitchen,4851.11,9,539.01,0.0973,1,1,428,25,0
MSH000261,Rohan Keer,1321190572,2022-06-30,Rajasthan,3,36-45,Electronics,19718.79,17,1159.93,0.2906,1,0,549,171,1
MSH000262,Upasna Sehgal,06749438500,2022-04-09,Odisha,1,36-45,Home Decor,3291.44,4,822.86,0.1026,2,0,631,0,0
MSH000263,Laban Sha,5211231344,2022-04-26,Bihar,3,18-25,Fashion,11263.37,20,563.17,0.0563,1,0,614,127,1
MSH000264,Bhavya Arora,+914399686798,2022-07-10,Tamil Nadu,3,45+,Fashion,16954.11,17,997.3,0.1771,2,0,539,270,1
MSH000265,Eesha Agate,00907569882,2022-09-10,Rajasthan,3,36-45,Fashion,3667.69,5,733.54,0.2515,0,0,477,78,1
MSH000266,Jack Ganguly,+915148718157,2022-06-10,Maharashtra,2,36-45,Electronics,29285.91,30,976.2,0.0926,2,0,569,12,0
MSH000267,Hemani Baral,01622934449,2022-09-13,Tamil Nadu,3,36-45,Electronics,5327.41,7,761.06,0.3116,0,1,474,3,0
MSH000268,Zarna Narasimhan,03436169224,2022-11-19,Tamil Nadu,3,36-45,Fashion,4315.8,11,392.35,0.6756,2,0,407,251,1
MSH000269,Aayush Shroff,07249834309,2022-05-08,Tamil Nadu,3,18-25,Fashion,6886.14,1,6886.14,0.0524,3,1,602,7,0
MSH000270,Nathaniel Mane,0696981447,2022-01-18,Uttar Pradesh,1,36-45,Fashion,20413.63,20,1020.68,0.2136,1,0,712,335,1
MSH000271,Wriddhish Sandhu,08475539023,2022-11-19,Madhya Pradesh,3,26-35,Home Decor,9034.09,14,645.29,0.1862,2,0,407,210,1
MSH000272,Banjeet Chaudhuri,09517427761,2022-10-15,Tamil Nadu,3,26-35,Beauty,7996.29,10,799.63,0.2021,1,1,442,17,0
MSH000273,Vinaya Bala,+912854432484,2022-06-04,Uttar Pradesh,1,18-25,Fashion,15493.91,27,573.85,0.1429,0,1,575,11,0
MSH000274,Chatura Saini,+917085206211,2023-05-05,Maharashtra,2,36-45,Home Decor,16210.15,22,736.82,0.2503,0,1,240,23,0
MSH000275,Damini Walia,5173296515,2023-01-21,West Bengal,3,18-25,Fashion,26287.1,38,691.77,0.3156,3,1,344,157,1
MSH000276,Ijaya Bora,02616500584,2022-04-14,Rajasthan,2,45+,Home Decor,17823.78,24,742.66,0.0555,1,0,626,15,0
MSH000277,Isha Hari,+917028480829,2023-01-28,West Bengal,2,45+,Home Decor,3618.31,6,603.05,0.16,0,1,337,15,0
MSH000278,Dalaja Sodhi,4317164232,2022-09-03,Gujarat,1,36-45,Fashion,3925.62,6,654.27,0.032,5,0,484,24,0
MSH000279,David Dugal,07503639472,2022-06-25,West Bengal,3,36-45,Fashion,3335.64,4,833.91,0.3804,2,0,554,27,0
MSH000280,Abdul Rana,9127777069,2022-02-08,Bihar,1,26-35,Fashion,12604.48,13,969.58,0.1557,1,1,691,1,0
MSH000281,Ekansh Subramaniam,+919404877166,2023-04-22,Maharashtra,2,45+,Beauty,29541.0,32,923.16,0.2547,0,1,253,20,0
MSH000282,Balvan Mani,01119018964,2023-06-22,Tamil Nadu,2,26-35,Home Decor,59691.44,65,918.33,0.3336,3,0,192,24,0
MSH000283,Oviya Mallick,+914219343704,2023-02-12,Gujarat,3,36-45,Kitchen,3347.66,9,371.96,0.327,3,1,322,6,0
MSH000284,Krishna Sibal,+910325027162,2023-06-09,Maharashtra,3,36-45,Fashion,20543.79,26,790.15,0.1473,3,1,205,14,0
MSH000285,Advik Mital,06661423609,2023-05-21,Gujarat,3,26-35,Fashion,19415.23,26,746.74,0.3128,1,1,224,10,0
MSH000286,Aadhya Mitter,09089352165,2022-02-05,Rajasthan,3,26-35,Fashion,3636.72,4,909.18,0.142,3,1,694,17,0
MSH000287,Lipika Bir,7585053609,2022-01-20,Uttar Pradesh,3,26-35,Fashion,22249.49,32,695.3,0.2013,1,1,710,184,1
MSH000288,Yatan Seth,+918175856832,2022-11-17,Karnataka,2,36-45,Electronics,43636.97,57,765.56,0.2039,2,1,409,6,0
MSH000289,Aarush Sastry,+915286896960,2023-05-27,Madhya Pradesh,3,26-35,Home Decor,31768.9,45,705.98,0.1096,2,1,218,22,0
MSH000290,Falak Sabharwal,2335944321,2023-02-04,Karnataka,1,26-35,Fashion,13542.65,14,967.33,0.1631,1,1,330,3,0
MSH000291,Nirja Vohra,09911449597,2023-04-16,Tamil Nadu,3,18-25,Fashion,24336.85,37,657.75,0.2331,0,1,259,4,0
MSH000292,Arin Bhalla,04812894140,2022-05-23,Uttar Pradesh,1,18-25,Fashion,2048.0,1,2048.0,0.1617,0,0,587,3,0
MSH000293,Gautami Vaidya,08334303734,2022-04-02,West Bengal,3,26-35,Fashion,10563.67,11,960.33,0.138,1,1,638,163,1
MSH000294,Jhalak Deol,5789974029,2022-12-20,Tamil Nadu,3,18-25,Fashion,19615.9,18,1089.77,0.0948,1,1,376,17,0
MSH000295,Pranav Suri,+918997131573,2022-02-20,Maharashtra,3,26-35,Kitchen,29634.28,42,705.58,0.1922,4,1,679,3,0
MSH000296,Yashvi Thakkar,+910300582097,2022-07-09,Tamil Nadu,3,18-25,Fashion,14432.34,21,687.25,0.2387,2,1,540,234,1
MSH000297,Krish Shere,08526307960,2022-05-05,West Bengal,3,36-45,Kitchen,2344.7,3,781.57,0.263,2,1,605,62,1
MSH000298,Megha Mital,9024075886,2022-05-30,Uttar Pradesh,3,18-25,Fashion,31409.8,31,1013.22,0.2134,2,1,580,9,0
MSH000299,Udarsh Wagle,+914893321355,2022-11-10,Karnataka,2,18-25,Kitchen,4955.72,5,991.14,0.1312,0,1,416,18,0
MSH000300,Liam Tripathi,+918705385349,2022-12-08,West Bengal,2,36-45,Fashion,12935.45,21,615.97,0.3084,0,0,388,28,0
MSH000301,Harini Pal,+917887442770,2022-11-01,West Bengal,1,18-25,Fashion,11346.32,10,1134.63,0.35,1,1,425,0,0
MSH000302,Anita Sachdev,04434880789,2022-02-23,Uttar Pradesh,2,26-35,Kitchen,13891.43,23,603.98,0.2907,2,1,676,22,0
MSH000303,Priya Raman,8426824067,2023-03-20,Gujarat,1,18-25,Home Decor,13797.65,18,766.54,0.3407,1,1,286,190,1
MSH000304,Charles Shankar,+913474461214,2022-09-21,West Bengal,3,26-35,Fashion,19166.52,15,1277.77,0.1041,2,1,466,2,0
MSH000305,Madhav Patla,8908796904,2022-02-22,Uttar Pradesh,3,36-45,Home Decor,32376.45,40,809.41,0.2236,2,0,677,3,0
MSH000306,Nidhi Desai,+911416517529,2022-01-05,Madhya Pradesh,2,18-25,Home Decor,34112.92,48,710.69,0.6939,1,0,725,14,0
MSH000307,Tanmayi Chahal,7206859080,2022-04-13,Bihar,1,45+,Home Decor,65275.0,89,733.43,0.1889,2,1,627,344,1
MSH000308,Diya Palla,08589236870,2022-07-15,Rajasthan,3,18-25,Fashion,25230.46,33,764.56,0.3917,3,1,534,19,0
MSH000309,Vrishti Savant,04352213199,2022-12-16,Odisha,2,26-35,Fashion,17841.51,24,743.4,0.104,0,1,380,27,0
MSH000310,Ishanvi Badal,1892710525,2022-02-16,Gujarat,3,45+,Kitchen,13111.15,20,655.56,0.1621,1,1,683,22,0
MSH000311,Janya Bhattacharyya,+916241246004,2022-09-26,Uttar Pradesh,2,18-25,Fashion,9558.64,6,1593.11,0.255,1,0,461,183,1
MSH000312,Ishita Soni,07034713286,2023-01-05,Madhya Pradesh,3,26-35,Fashion,5524.59,8,690.57,0.0428,1,1,360,18,0
MSH000313,Abhiram Rajagopal,+917535790380,2022-04-16,Uttar Pradesh,1,26-35,Fashion,16799.14,14,1199.94,0.5408,2,1,624,12,0
MSH000314,Agastya Goswami,+919725684340,2022-04-30,Uttar Pradesh,2,36-45,Fashion,16803.15,10,1680.32,0.2236,1,1,610,25,0
MSH000315,Chameli Chandran,06952899611,2022-02-27,Maharashtra,3,26-35,Fashion,10642.53,18,591.25,0.1017,1,0,672,159,1
MSH000316,Balveer Rastogi,+919388722076,2022-12-12,Uttar Pradesh,1,36-45,Kitchen,7837.5,11,712.5,0.0974,4,1,384,1,0
MSH000317,Rudra Ramaswamy,9995861624,2023-04-19,Tamil Nadu,2,45+,Kitchen,122040.47,87,1402.76,0.136,3,1,256,24,0
MSH000318,Bhavna Puri,00505840251,2022-04-27,Madhya Pradesh,2,26-35,Fashion,14062.8,25,562.51,0.2343,5,0,613,19,0
MSH000319,Kevin Mishra,+911911947750,2022-05-07,Uttar Pradesh,3,45+,Beauty,33271.32,47,707.9,0.1017,4,1,603,0,0
MSH000320,Vasana Lanka,+914272567524,2023-01-28,Maharashtra,2,26-35,Fashion,6499.48,7,928.5,0.1241,4,0,337,26,0
MSH000321,Parth Venkataraman,+917387306386,2022-02-27,Uttar Pradesh,3,18-25,Beauty,15490.89,15,1032.73,0.0894,2,0,672,29,0
MSH000322,Leena Dewan,+910331510686,2023-05-28,West Bengal,3,18-25,Fashion,7446.13,9,827.35,0.2614,1,1,217,191,1
MSH000323,Rachit Kaur,+911843898044,2022-04-06,Bihar,3,26-35,Fashion,6429.6,7,918.51,0.249,1,1,634,17,0
MSH000324,Benjamin Basu,8606349174,2022-04-28,Uttar Pradesh,2,45+,Electronics,21749.29,30,724.98,0.1142,2,1,612,23,0
MSH000325,Patrick Pau,04098614792,2023-05-03,Rajasthan,3,26-35,Kitchen,12861.95,15,857.46,0.1364,0,0,242,17,0
MSH000326,Urishilla Chopra,09580341299,2022-08-25,Uttar Pradesh,3,26-35,Home Decor,11060.79,13,850.83,0.2333,1,1,493,19,0
MSH000327,Anya Char,2985094067,2022-09-29,West Bengal,2,45+,Fashion,21041.29,28,751.47,0.6247,1,1,458,26,0
MSH000328,Yachana Kamdar,04153094260,2022-07-08,Bihar,1,26-35,Fashion,12990.71,16,811.92,0.151,1,1,541,5,0
MSH000329,Faraj Raghavan,+915629532461,2023-03-23,Bihar,3,26-35,Kitchen,11145.4,9,1238.38,0.281,0,1,283,205,1
MSH000330,Bina Madan,+918334262962,2022-09-04,Madhya Pradesh,3,26-35,Electronics,15794.3,24,658.1,0.267,1,0,483,136,1
MSH000331,Osha Kant,8482623147,2022-03-17,Bihar,1,36-45,Beauty,10576.45,9,1175.16,0.1512,2,1,654,14,0
MSH000332,Ekaja Mital,02171451428,2022-06-03,Bihar,3,36-45,Home Decor,17447.27,27,646.2,0.0944,2,1,576,6,0
MSH000333,Rajata Reddy,01596187598,2023-03-11,Tamil Nadu,3,18-25,Fashion,2887.34,3,962.45,0.2845,1,1,295,262,1
MSH000334,Upma Krishnamurthy,02498798364,2022-03-27,Maharashtra,2,18-25,Fashion,3186.17,2,1593.08,0.0543,1,0,644,27,0
MSH000335,Peter Chauhan,00338619344,2022-10-12,Odisha,2,36-45,Fashion,7226.89,14,516.21,0.2233,2,1,445,5,0
MSH000336,Liam Goswami,+917329053946,2022-08-08,Maharashtra,3,36-45,Beauty,48272.76,62,778.59,0.3582,1,1,510,65,1
MSH000337,Rushil Sehgal,0494484220,2022-03-10,Karnataka,1,26-35,Kitchen,19083.47,22,867.43,0.2645,0,1,661,351,1
MSH000338,Eesha Chahal,01723440262,2022-02-16,Gujarat,3,45+,Electronics,12740.23,17,749.43,0.2554,1,0,683,124,1
MSH000339,Banjeet Mital,+910154319054,2022-04-04,Karnataka,3,45+,Fashion,8380.66,12,698.39,0.0893,4,1,636,10,0
MSH000340,Siya Sharma,09650300417,2023-03-29,Maharashtra,2,26-35,Fashion,4594.14,6,765.69,0.3746,0,0,277,25,0
MSH000341,Ansh Shan,2434172203,2022-07-23,Maharashtra,1,26-35,Home Decor,14994.97,12,1249.58,0.4905,1,0,526,10,0
MSH000342,Damini Som,+918720598441,2022-08-06,Karnataka,1,36-45,Kitchen,10409.11,16,650.57,0.0139,0,1,512,0,0
MSH000343,Odika Keer,06651020565,2023-04-19,Odisha,2,26-35,Fashion,14441.08,23,627.87,0.0828,1,1,256,25,0
MSH000344,Widisha Biswas,0460424591,2023-03-08,Madhya Pradesh,3,18-25,Home Decor,12167.11,9,1351.9,0.0642,2,1,298,312,1
MSH000345,Aditya Bansal,02456376134,2022-12-07,Tamil Nadu,3,36-45,Kitchen,19858.79,32,620.59,0.1212,1,0,389,1,0
MSH000346,Aradhana Padmanabhan,+912827496606,2022-10-16,Gujarat,3,26-35,Kitchen,13776.99,21,656.05,0.2616,1,0,441,138,1
MSH000347,Tanveer Kannan,9204673513,2022-09-11,Uttar Pradesh,3,36-45,Fashion,10942.53,13,841.73,0.2333,1,1,476,172,1
MSH000348,Reva Chaudry,+917457577953,2022-12-23,Karnataka,3,26-35,Home Decor,26463.18,27,980.12,0.1164,2,1,373,27,0
MSH000349,Azad Agrawal,6997585773,2022-01-23,Maharashtra,3,26-35,Home Decor,14073.85,21,670.18,0.4021,0,1,707,310,1
MSH000350,Lakshit Sengupta,07828382556,2023-06-06,Uttar Pradesh,3,26-35,Home Decor,13295.28,19,699.75,0.0899,2,1,208,7,0
MSH000351,Praneel Kibe,04274514514,2022-04-10,Madhya Pradesh,3,18-25,Home Decor,16694.99,21,795.0,0.2969,1,1,630,25,0
MSH000352,Zehaan Kalla,01619934921,2022-06-29,Madhya Pradesh,2,18-25,Home Decor,35245.21,45,783.23,0.0951,1,1,550,14,0
MSH000353,Yauvani Biswas,7527616950,2022-08-11,Tamil Nadu,3,36-45,Fashion,67035.2,81,827.6,0.1201,3,1,507,6,0
MSH000354,Tamanna Oak,+912965347766,2023-03-18,Rajasthan,3,36-45,Beauty,9347.61,6,1557.94,0.1133,1,0,288,18,0
MSH000355,Hredhaan Trivedi,05227073745,2022-11-21,Uttar Pradesh,3,18-25,Fashion,29193.89,46,634.65,0.526,2,1,405,295,1
MSH000356,Ronith Wali,+915557821171,2023-05-31,Gujarat,3,18-25,Fashion,16789.72,21,799.51,0.1846,2,0,214,70,1
MSH000357,Hiral Sengupta,8934370543,2022-01-16,Uttar Pradesh,2,26-35,Fashion,9319.48,7,1331.35,0.3728,1,1,714,28,0
MSH000358,Fariq Saxena,+912614561381,2022-12-02,Madhya Pradesh,2,26-35,Kitchen,6168.92,13,474.53,0.2966,2,0,394,12,0
MSH000359,Ekiya De,+912452434592,2022-09-15,Odisha,2,26-35,Fashion,17803.87,26,684.76,0.037,2,0,472,25,0
MSH000360,Benjamin Sangha,06370629930,2023-05-12,Odisha,2,18-25,Fashion,18056.19,14,1289.73,0.2524,1,0,233,2,0
MSH000361,Lakshit Trivedi,+918896250764,2022-06-09,Rajasthan,3,18-25,Fashion,17016.64,20,850.83,0.0677,1,1,570,20,0
MSH000362,Baghyawati Badami,+918801144046,2023-04-20,Uttar Pradesh,3,26-35,Fashion,2659.54,0,2659.54,0.1242,0,1,255,353,1
MSH000363,Forum Yogi,3383676795,2023-01-15,Uttar Pradesh,2,36-45,Electronics,18690.57,18,1038.36,0.22,1,1,350,24,0
MSH000364,Leela Gala,07346004600,2023-06-29,Bihar,2,26-35,Fashion,28271.05,42,673.12,0.0933,0,1,185,145,1
MSH000365,Praneel Kala,+911355074330,2023-03-03,Gujarat,3,26-35,Kitchen,9796.56,9,1088.51,0.2517,2,1,303,8,0
MSH000366,Aradhana Borra,8954527673,2022-09-25,Uttar Pradesh,2,36-45,Kitchen,8737.13,12,728.09,0.206,2,1,462,25,0
MSH000367,Thomas Goswami,00770837837,2023-02-21,Uttar Pradesh,3,26-35,Fashion,12899.14,21,614.24,0.032,0,0,313,15,0
MSH000368,Ansh Sabharwal,1992494069,2022-06-17,West Bengal,2,18-25,Beauty,42233.62,49,861.91,0.5636,1,1,562,2,0
MSH000369,Aahana Shukla,+911528110337,2022-02-12,Uttar Pradesh,2,45+,Kitchen,11006.09,16,687.88,0.2058,0,1,687,26,0
MSH000370,Bakhshi Dugar,8856334730,2022-10-12,Karnataka,1,45+,Fashion,13905.88,18,772.55,0.1212,2,0,445,195,1
MSH000371,Anjali Raghavan,7413135610,2023-02-01,Bihar,3,26-35,Beauty,12973.19,20,648.66,0.3163,0,1,333,4,0
MSH000372,William Kulkarni,+910446298046,2022-01-12,Rajasthan,3,18-25,Fashion,8699.09,15,579.94,0.0734,2,1,718,5,0
MSH000373,Onkar Kaur,00443085637,2022-10-29,Uttar Pradesh,3,18-25,Fashion,8196.75,18,455.38,0.3943,4,1,428,26,0
MSH000374,Saanvi Chakrabarti,+915960155790,2022-09-10,Uttar Pradesh,2,18-25,Electronics,5582.03,7,797.43,0.1345,1,1,477,96,1
MSH000375,Luke Bhatt,1524275784,2023-05-14,Gujarat,3,26-35,Fashion,28959.3,49,591.01,0.2916,1,1,231,26,0
MSH000376,Wakeeta Morar,+914793070892,2022-02-04,Madhya Pradesh,3,36-45,Electronics,21998.52,22,999.93,0.3207,1,0,695,233,1
MSH000377,Matthew Bava,5084631808,2022-03-31,Uttar Pradesh,2,18-25,Kitchen,31121.61,36,864.49,0.3999,1,0,640,6,0
MSH000378,Aarini Seshadri,03251058038,2023-02-22,Odisha,3,18-25,Kitchen,17895.51,26,688.29,0.1633,2,0,312,0,0
MSH000379,Girindra Mukhopadhyay,+916265152616,2022-04-25,Rajasthan,3,36-45,Electronics,6856.98,8,857.12,0.118,1,1,615,6,0
MSH000380,Watika Munshi,+913904631454,2022-07-15,Tamil Nadu,2,45+,Beauty,31903.73,23,1387.12,0.4577,3,0,534,4,0
MSH000381,Ucchal Mallick,5040897068,2023-05-16,Madhya Pradesh,1,45+,Beauty,15803.61,17,929.62,0.2396,2,1,229,26,0
MSH000382,Raksha Madan,02033571284,2023-05-08,Odisha,3,26-35,Fashion,20815.59,31,671.47,0.0789,1,0,237,228,1
